1,{'tyres': ['Metal', 'Roller', 'Cushion', 'Crimson Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Waddle Wing', 'Super Glider', 'Flower Glider', 'Parafoil'], 'vehicles': ['Standard Bike', 'Mach 8', 'Gold Standard', 'Jet Bike'], 'players': ['Oliver', 'Computer', 'Computer', 'Computer'], 'characters': ['Baby Luigi', 'Luigi', 'Roy', 'Larry'], 'handicaps before this game': [0.0, 0.0, 0.0, 0.0], 'team selection': 'random'}
334,{'tyres': ['Cushion', 'Wooden', 'Azure Roller', 'Retro Off-road'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Wario Wing', 'Gold Glider', 'Hylian Kite', 'Super Glider'], 'vehicles': ['Mercedes 300 SL Roadster', 'Yoshi Bike', 'Buggybud', 'Teddy Buggy'], 'players': ['Thomas', 'Oliver', 'Johan', 'Andy'], 'characters': ['Mario', 'Waluigi', 'Bowser', 'Metal Mario'], 'handicaps before this game': [4.25, 7.5, 6.5, 7.5], 'team selection': 'random'}
335,{'tyres': ['TriForce Tyres', 'Button', 'TriForce Tyres', 'Metal'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Gold Glider', 'Wario Wing', 'Parafoil', 'Flower Glider'], 'vehicles': ['Yoshi Bike', 'Flame Rider', 'Teddy Buggy', 'Comet'], 'players': ['Andy', 'Uma', 'Thomas', 'Joe'], 'characters': ['Link', 'Iggy', 'Ludwig', 'Baby Peach'], 'handicaps before this game': [7.25, 7.0, 4.5, 5.25], 'team selection': 'random'}
336,{'tyres': ['Roller', 'Cushion', 'Offroad', 'Offroad'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parachute', 'Waddle Wing', 'Flower Glider', 'Flower Glider'], 'vehicles': ['Blue Falcon', 'Standard Bike', 'Gold Standard', 'Buggybud'], 'players': ['Eirik', 'Oliver', 'Johan', 'Paulin'], 'characters': ['Koopa Troopa', 'Iggy', 'Bowser', 'Peach'], 'handicaps before this game': [4.0, 7.75, 6.25, 1.25], 'team selection': 'random'}
337,{'tyres': ['Normal Tyres', 'Cyber Slick', 'Slick', 'Azure Roller'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parachute', 'Hylian Kite', 'MKTV Parafoil', 'Waddle Wing'], 'vehicles': ['Master Cycle', 'Master Cycle', 'Varmint', 'Mr. Scooty'], 'players': ['Andy', 'Rob', 'Uma', 'Thomas'], 'characters': ['Lemmy', 'Wario', 'Baby Rosalina', 'Baby Peach'], 'handicaps before this game': [7.5, 7.0, 6.75, 4.75], 'team selection': 'random'}
338,{'tyres': ['Slim', 'TriForce Tyres', 'Normal Blue', 'Cyber Slick'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Parachute', 'Parafoil', 'Gold Glider', 'Hylian Kite'], 'vehicles': ['Master Cycle', 'Standard Kart', 'Yoshi Bike', 'Jet Bike'], 'players': ['Eirik', 'Simon', 'Oliver', 'Uma'], 'characters': ['Toadette', 'Toadette', 'Toad', 'Baby Luigi'], 'handicaps before this game': [3.75, 2.5, 8.0, 6.75], 'team selection': 'random'}
339,{'tyres': ['Normal Tyres', 'Wooden', 'Azure Roller', 'Cushion'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Peach Parasol', 'Parachute', 'Gold Glider', 'Super Glider'], 'vehicles': ['Teddy Buggy', 'Yoshi Bike', 'Steel Driver', 'Blue Falcon'], 'players': ['Joe', 'Johan', 'Eirik', 'Oliver'], 'characters': ['Roy', 'Shy Guy', 'Tanooki Mario', 'Donkey Kong'], 'handicaps before this game': [5.0, 6.0, 3.5, 8.25], 'team selection': 'random'}
340,{'tyres': ['Normal Tyres', 'Metal', 'Offroad', 'Azure Roller'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['MKTV Parafoil', 'Peach Parasol', 'MKTV Parafoil', 'Hylian Kite'], 'vehicles': ['Jet Bike', 'Jet Bike', 'Prancer', 'Bounder'], 'players': ['Uma', 'Ian', 'Joe', 'Thomas'], 'characters': ['Bowser', 'Baby Peach', 'Wario', 'Rosalina'], 'handicaps before this game': [7.0, 8.25, 5.25, 4.75], 'team selection': 'random'}
341,{'tyres': ['Roller', 'Wooden', 'Wooden', 'Retro Off-road'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Peach Parasol', 'Parachute', 'Parachute', 'Hylian Kite'], 'vehicles': ['Standard Quad', 'Teddy Buggy', 'Teddy Buggy', 'Wild Wiggler'], 'players': ['Ian', 'Joe', 'Andy', 'Uma'], 'characters': ['Koopa Troopa', 'Pink Gold Peach', 'Peach', 'Bowser'], 'handicaps before this game': [8.5, 5.0, 7.5, 7.25], 'team selection': 'random'}
342,{'tyres': ['Funky Monster', 'Button', 'Roller', 'Monster'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['MKTV Parafoil', 'Bowser Kite', 'Wario Wing', 'Hylian Kite'], 'vehicles': ['Mach 8', 'Standard Quad', 'Gold Standard', 'Mercedes GLA'], 'players': ['Eirik', 'Paulin', 'Johan', 'Guy'], 'characters': ['Daisy', 'Pink Gold Peach', 'Baby Mario', 'Wario'], 'handicaps before this game': [3.25, 1.5, 6.25, 2.5], 'team selection': 'random'}
343,{'tyres': ['GLA Tyres', 'TriForce Tyres', 'Monster', 'Metal'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['MKTV Parafoil', 'Parafoil', 'Wario Wing', 'Gold Glider'], 'vehicles': ['Mercedes 300 SL Roadster', 'Mercedes GLA', 'The Duke', 'The Duke'], 'players': ['Rob', 'Ian', 'Andy', 'Oliver'], 'characters': ['Waluigi', 'Toad', 'Toad', 'Baby Mario'], 'handicaps before this game': [7.0, 8.25, 7.25, 8.0], 'team selection': 'random'}
344,{'tyres': ['TriForce Tyres', 'Wooden', 'Funky Monster', 'Wooden'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Plane Glider', 'Plane Glider', 'Cloud Glider', 'MKTV Parafoil'], 'vehicles': ['Cat Cruiser', 'Varmint', 'Buggybud', 'Steel Driver'], 'players': ['Andy', 'Rob', 'Ian', 'Computer'], 'characters': ['Daisy', 'Toadette', 'Roy', 'Ludwig'], 'handicaps before this game': [7.0, 6.75, 8.5, 0.0], 'team selection': 'random'}
345,{'tyres': ['Slim', 'Slick', 'Slim', 'Slick'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Waddle Wing', 'Super Glider', 'Flower Glider', 'Hylian Kite'], 'vehicles': ['B Dasher', 'Varmint', 'B Dasher', 'Gold Standard'], 'players': ['Guy', 'Johan', 'Paulin', 'Thomas'], 'characters': ['Metal Mario', 'Baby Luigi', 'Koopa Troopa', 'Iggy'], 'handicaps before this game': [3.0, 6.75, 1.5, 4.75], 'team selection': 'random'}
346,{'tyres': ['Normal Tyres', 'Crimson Slim', 'Offroad', 'Sponge'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Bowser Kite', 'Plane Glider', 'Waddle Wing', 'Cloud Glider'], 'vehicles': ['Mercedes 300 SL Roadster', 'Mercedes GLA', 'Jet Bike', 'Comet'], 'players': ['Andy', 'Johan', 'Ian', 'Paulin'], 'characters': ['Shy Guy', 'Donkey Kong', 'Larry', 'Baby Mario'], 'handicaps before this game': [7.5, 7.0, 9.0, 1.75], 'team selection': 'random'}
347,{'tyres': ['Monster', 'TriForce Tyres', 'Offroad', 'Sponge'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['MKTV Parafoil', 'Cloud Glider', 'Super Glider', 'Wario Wing'], 'vehicles': ['Mr. Scooty', 'Mach 8', 'Prancer', 'Pipe Frame'], 'players': ['Uma', 'Ian', 'Thomas', 'Andy'], 'characters': ['Wario', 'Tanooki Mario', 'Daisy', 'Waluigi'], 'handicaps before this game': [7.75, 8.75, 4.5, 7.75], 'team selection': 'random'}
348,{'tyres': ['Slim', 'Normal Blue', 'Retro Off-road', 'TriForce Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Parafoil', 'Flower Glider', 'MKTV Parafoil', 'Hylian Kite'], 'vehicles': ['Circuit Special', 'Mercedes GLA', 'Standard Bike', 'Sports Coupe'], 'players': ['Paulin', 'Johan', 'Guy', 'Joe'], 'characters': ['Baby Rosalina', 'Lemmy', 'Ludwig', 'Wario'], 'handicaps before this game': [1.5, 7.25, 2.75, 5.5], 'team selection': 'random'}
349,{'tyres': ['TriForce Tyres', 'Slim', 'Metal', 'Normal Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Cloud Glider', 'MKTV Parafoil', 'Hylian Kite', 'Super Glider'], 'vehicles': ['Varmint', 'Sports Coupe', 'Circuit Special', 'Mercedes W 25 Silver Arrow'], 'players': ['Andy', 'Rob', 'Ian', 'Thomas'], 'characters': ['Ludwig', 'Lemmy', 'Roy', 'Roy'], 'handicaps before this game': [8.0, 6.75, 9.0, 4.25], 'team selection': 'random'}
350,{'tyres': ['Offroad', 'Sponge', 'Azure Roller', 'Funky Monster'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Super Glider', 'Hylian Kite', 'Peach Parasol', 'Parachute'], 'vehicles': ['The Duke', 'Mercedes W 25 Silver Arrow', 'Prancer', 'Pipe Frame'], 'players': ['Arvinda', 'Joe', 'Eirik', 'Uma'], 'characters': ['Yoshi', 'Tanooki Mario', 'Mario', 'Toadette'], 'handicaps before this game': [2.0, 5.75, 3.25, 7.5], 'team selection': 'random'}
351,{'tyres': ['Roller', 'Monster', 'Sponge', 'Retro Off-road'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['MKTV Parafoil', 'Wario Wing', 'Hylian Kite', 'Gold Glider'], 'vehicles': ['Gold Standard', 'Standard Bike', 'Steel Driver', 'Wild Wiggler'], 'players': ['Guy', 'Ian', 'Andy', 'Computer'], 'characters': ['Tanooki Mario', 'Ludwig', 'Koopa Troopa', 'Toad'], 'handicaps before this game': [3.0, 8.75, 7.75, 0.0], 'team selection': 'random'}
352,{'tyres': ['Button', 'Crimson Slim', 'Slim', 'Normal Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Bowser Kite', 'MKTV Parafoil', 'Waddle Wing', 'Waddle Wing'], 'vehicles': ['Circuit Special', 'Mach 8', 'Mercedes 300 SL Roadster', 'Varmint'], 'players': ['Andy', 'Thomas', 'Ian', 'Rob'], 'characters': ['Iggy', 'Lemmy', 'Larry', 'Lakitu'], 'handicaps before this game': [7.75, 4.5, 8.75, 7.0], 'team selection': 'random'}
353,{'tyres': ['Roller', 'Normal Blue', 'Metal', 'Metal'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Wario Wing', 'Peach Parasol', 'Cloud Glider', 'Waddle Wing'], 'vehicles': ['Comet', 'Gold Standard', 'The Duke', 'Mercedes GLA'], 'players': ['Joe', 'Andy', 'Ian', 'Arvinda'], 'characters': ['Daisy', 'Rosalina', 'Morton', 'Donkey Kong'], 'handicaps before this game': [6.0, 7.5, 9.0, 1.75], 'team selection': 'random'}
354,{'tyres': ['Slick', 'Wooden', 'GLA Tyres', 'Sponge'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Parachute', 'Parafoil', 'Flower Glider', 'MKTV Parafoil'], 'vehicles': ['Standard Kart', 'Mercedes GLA', 'Sports Coupe', 'Circuit Special'], 'players': ['Mark', 'Eirik', 'Guy', 'Paulin'], 'characters': ['Baby Mario', 'Metal Mario', 'Waluigi', 'Bowser'], 'handicaps before this game': [1.5, 3.0, 3.0, 1.25], 'team selection': 'random'}
355,{'tyres': ['Roller', 'Crimson Slim', 'Metal', 'Button'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parafoil', 'Gold Glider', 'Flower Glider', 'MKTV Parafoil'], 'vehicles': ['Sport Bike', 'Mach 8', 'Buggybud', 'Landship'], 'players': ['Ian', 'Uma', 'Rob', 'Andy'], 'characters': ['Roy', 'Yoshi', 'Mario', 'Larry'], 'handicaps before this game': [8.75, 7.75, 7.25, 7.25], 'team selection': 'random'}
356,{'tyres': ['Button', 'Metal', 'Normal Tyres', 'GLA Tyres'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Peach Parasol', 'Parafoil', 'Wario Wing', 'Wario Wing'], 'vehicles': ['Tanooki Kart', 'Mach 8', 'Standard Kart', 'Sport Bike'], 'players': ['Arvinda', 'Eirik', 'Andy', 'Guy'], 'characters': ['Tanooki Mario', 'Yoshi', 'Baby Luigi', 'Wendy'], 'handicaps before this game': [2.0, 3.25, 7.5, 3.25], 'team selection': 'random'}
357,{'tyres': ['Slick', 'Metal', 'Funky Monster', 'Metal'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Gold Glider', 'Flower Glider', 'Peach Parasol', 'Bowser Kite'], 'vehicles': ['Varmint', 'Mr. Scooty', 'Jet Bike', 'Sport Bike'], 'players': ['Ian', 'Joe', 'Rob', 'Thomas'], 'characters': ['Larry', 'Peach', 'Link', 'Cat Peach'], 'handicaps before this game': [8.5, 6.25, 7.0, 4.25], 'team selection': 'random'}
358,{'tyres': ['Normal Blue', 'TriForce Tyres', 'Normal Tyres', 'Monster'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Hylian Kite', 'Super Glider', 'Bowser Kite', 'Bowser Kite'], 'vehicles': ['B Dasher', 'Badwagon', 'Prancer', 'Blue Falcon'], 'players': ['Andy', 'Ian', 'Uma', 'Thomas'], 'characters': ['Larry', 'Wendy', 'Toad', 'Cat Peach'], 'handicaps before this game': [7.75, 8.75, 8.0, 4.0], 'team selection': 'random'}
359,{'tyres': ['Funky Monster', 'Cyber Slick', 'GLA Tyres', 'Azure Roller'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Bowser Kite', 'Peach Parasol', 'Plane Glider', 'Parachute'], 'vehicles': ['Standard Bike', 'Mercedes 300 SL Roadster', 'Jet Bike', 'Blue Falcon'], 'players': ['Uma', 'Ian', 'Andy', 'Computer'], 'characters': ['Tanooki Mario', 'Waluigi', 'Daisy', 'Donkey Kong'], 'handicaps before this game': [8.25, 8.5, 7.5, 0.0], 'team selection': 'random'}
360,{'tyres': ['Slick', 'TriForce Tyres', 'Funky Monster', 'Button'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Wario Wing', 'Wario Wing', 'Parafoil', 'Super Glider'], 'vehicles': ['Steel Driver', 'Sport Bike', 'Sport Bike', 'Mr. Scooty'], 'players': ['Johan', 'Guy', 'Tomg', 'Paulin'], 'characters': ['Larry', 'Morton', 'Cat Peach', 'Baby Luigi'], 'handicaps before this game': [7.25, 3.25, 2.0, 1.25], 'team selection': 'random'}
361,{'tyres': ['Slim', 'Normal Blue', 'Monster', 'Cyber Slick'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parachute', 'Flower Glider', 'Parafoil', 'Plane Glider'], 'vehicles': ['Tanooki Kart', 'The Duke', 'Mercedes W 25 Silver Arrow', 'The Duke'], 'players': ['Andy', 'Uma', 'Ian', 'Thomas'], 'characters': ['Wario', 'Morton', 'Lakitu', 'Mario'], 'handicaps before this game': [8.0, 8.25, 9.0, 4.5], 'team selection': 'random'}
362,{'tyres': ['Normal Blue', 'Monster', 'Offroad', 'Normal Blue'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parafoil', 'Hylian Kite', 'Super Glider', 'Super Glider'], 'vehicles': ['Jet Bike', 'Mercedes 300 SL Roadster', 'Mercedes GLA', 'Pipe Frame'], 'players': ['Ian', 'Andy', 'Uma', 'Computer'], 'characters': ['Mario', 'Lakitu', 'Peach', 'Lakitu'], 'handicaps before this game': [8.75, 7.75, 8.5, 0.0], 'team selection': 'random'}
363,{'tyres': ['Roller', 'Button', 'Button', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Flower Glider', 'Parachute', 'Gold Glider', 'Hylian Kite'], 'vehicles': ['Wild Wiggler', 'Mr. Scooty', 'Varmint', 'Standard Kart'], 'players': ['Ian', 'Andy', 'Uma', 'Thomas'], 'characters': ['Daisy', 'Toad', 'Metal Mario', 'Baby Peach'], 'handicaps before this game': [8.75, 7.75, 8.5, 4.75], 'team selection': 'random'}
364,{'tyres': ['Metal', 'Normal Tyres', 'Cyber Slick', 'Button'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Cloud Glider', 'Gold Glider', 'MKTV Parafoil', 'Plane Glider'], 'vehicles': ['Circuit Special', 'Prancer', 'Yoshi Bike', 'Buggybud'], 'players': ['Sirisha', 'Tomg', 'Paulin', 'Guy'], 'characters': ['Metal Mario', 'Toad', 'Wario', 'Yoshi'], 'handicaps before this game': [0.5, 2.0, 1.25, 3.25], 'team selection': 'random'}
365,{'tyres': ['TriForce Tyres', 'Offroad', 'Cushion', 'Cyber Slick'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['MKTV Parafoil', 'Super Glider', 'Plane Glider', 'Bowser Kite'], 'vehicles': ['The Duke', 'Pipe Frame', 'Sport Bike', 'Jet Bike'], 'players': ['Ian', 'Andy', 'Lisa', 'Gordon'], 'characters': ['Rosalina', 'Baby Peach', 'Morton', 'Morton'], 'handicaps before this game': [8.75, 7.75, 0.0, 2.75], 'team selection': 'random'}
366,{'tyres': ['Normal Blue', 'Metal', 'Cushion', 'Slick'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Gold Glider', 'Parachute', 'Hylian Kite', 'MKTV Parafoil'], 'vehicles': ['Wild Wiggler', 'B Dasher', 'Gold Standard', 'Badwagon'], 'players': ['Andy', 'Ian', 'Uma', 'Thomas'], 'characters': ['Bowser', 'Waluigi', 'Wendy', 'Toadette'], 'handicaps before this game': [8.0, 8.5, 8.5, 4.75], 'team selection': 'random'}
367,{'tyres': ['Cushion', 'Cyber Slick', 'GLA Tyres', 'Sponge'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Plane Glider', 'Super Glider', 'Flower Glider', 'Peach Parasol'], 'vehicles': ['Mercedes 300 SL Roadster', 'Standard Bike', 'Varmint', 'Prancer'], 'players': ['Thomas', 'Andy', 'Uma', 'Ian'], 'characters': ['Toad', 'Morton', 'Koopa Troopa', 'Baby Rosalina'], 'handicaps before this game': [5.0, 7.75, 8.75, 8.25], 'team selection': 'random'}
368,{'tyres': ['Cyber Slick', 'GLA Tyres', 'Normal Blue', 'Normal Blue'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Hylian Kite', 'Cloud Glider', 'Parafoil', 'Bowser Kite'], 'vehicles': ['Standard Quad', 'Steel Driver', 'Bounder', 'Badwagon'], 'players': ['Rob', 'Uma', 'Andy', 'Ian'], 'characters': ['Baby Daisy', 'Toadette', 'Yoshi', 'Rosalina'], 'handicaps before this game': [7.0, 8.5, 8.0, 8.5], 'team selection': 'random'}
369,{'tyres': ['Metal', 'Offroad', 'Slick', 'Normal Blue'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Wario Wing', 'Parachute', 'Gold Glider', 'Wario Wing'], 'vehicles': ['Flame Rider', 'Standard Bike', 'Badwagon', 'Steel Driver'], 'players': ['Uma', 'Andy', 'Ian', 'Rob'], 'characters': ['Bowser', 'Ludwig', 'Mario', 'Ludwig'], 'handicaps before this game': [8.25, 7.75, 8.75, 7.25], 'team selection': 'random'}
370,{'tyres': ['Metal', 'Wooden', 'Normal Tyres', 'Monster'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Plane Glider', 'Hylian Kite', 'MKTV Parafoil', 'Bowser Kite'], 'vehicles': ['Steel Driver', 'Prancer', 'B Dasher', 'Cat Cruiser'], 'players': ['Will', 'Guy', 'Oliver', 'Eirik'], 'characters': ['Luigi', 'Baby Mario', 'Toad', 'Metal Mario'], 'handicaps before this game': [3.75, 3.5, 8.75, 3.75], 'team selection': 'random'}
371,{'tyres': ['Slick', 'Slim', 'Normal Blue', 'Sponge'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Plane Glider', 'Flower Glider', 'Waddle Wing', 'Hylian Kite'], 'vehicles': ['Bounder', 'Tanooki Kart', 'Blue Falcon', 'Prancer'], 'players': ['Rob', 'Andy', 'Ian', 'Uma'], 'characters': ['Mario', 'Donkey Kong', 'Daisy', 'Daisy'], 'handicaps before this game': [7.0, 8.0, 8.5, 8.5], 'team selection': 'random'}
372,{'tyres': ['Slim', 'Cushion', 'Cushion', 'Funky Monster'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Waddle Wing', 'Cloud Glider', 'Super Glider', 'Peach Parasol'], 'vehicles': ['Circuit Special', 'Mr. Scooty', 'B Dasher', 'Cat Cruiser'], 'players': ['Paulin', 'Gordon', 'Eirik', 'Johan'], 'characters': ['Baby Peach', 'Baby Luigi', 'Toad', 'Toad'], 'handicaps before this game': [1.0, 2.5, 3.5, 7.25], 'team selection': 'random'}
373,{'tyres': ['Slick', 'Funky Monster', 'Retro Off-road', 'GLA Tyres'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Wario Wing', 'Plane Glider', 'Wario Wing', 'Gold Glider'], 'vehicles': ['Standard Quad', 'Standard Quad', 'Standard Quad', 'Teddy Buggy'], 'players': ['Guy', 'Oliver', 'Johan', 'Arvinda'], 'characters': ['Bowser', 'Donkey Kong', 'Roy', 'Daisy'], 'handicaps before this game': [3.75, 9.0, 7.5, 2.0], 'team selection': 'random'}
374,{'tyres': ['Azure Roller', 'Offroad', 'Slick', 'Cyber Slick'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Super Glider', 'Parafoil', 'Bowser Kite', 'Parafoil'], 'vehicles': ['Steel Driver', 'Wild Wiggler', 'Prancer', 'Mercedes 300 SL Roadster'], 'players': ['Joe', 'Lisa', 'Ian', 'Eirik'], 'characters': ['Link', 'Pink Gold Peach', 'Baby Mario', 'Link'], 'handicaps before this game': [6.75, 0.25, 8.25, 3.75], 'team selection': 'random'}
375,{'tyres': ['Azure Roller', 'Funky Monster', 'Cushion', 'Normal Tyres'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Flower Glider', 'MKTV Parafoil', 'Gold Glider', 'Gold Glider'], 'vehicles': ['Gold Standard', 'Yoshi Bike', 'Jet Bike', 'Badwagon'], 'players': ['Thomas', 'Andy', 'Ian', 'Computer'], 'characters': ['Yoshi', 'Wendy', 'Waluigi', 'Tanooki Mario'], 'handicaps before this game': [4.75, 8.25, 8.5, 0.0], 'team selection': 'random'}
376,{'tyres': ['Normal Blue', 'Crimson Slim', 'Funky Monster', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Bowser Kite', 'Peach Parasol', 'MKTV Parafoil', 'Waddle Wing'], 'vehicles': ['Comet', 'Flame Rider', 'Tanooki Kart', 'Jet Bike'], 'players': ['Thomas', 'Ian', 'Andy', 'Computer'], 'characters': ['Pink Gold Peach', 'Cat Peach', 'Mario', 'Cat Peach'], 'handicaps before this game': [4.75, 8.0, 7.75, 0.0], 'team selection': 'random'}
377,{'tyres': ['Normal Tyres', 'Sponge', 'Slick', 'Wooden'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Super Glider', 'Peach Parasol', 'Waddle Wing', 'MKTV Parafoil'], 'vehicles': ['Varmint', 'Tri-Speeder', 'Bounder', 'Tri-Speeder'], 'players': ['Oliver', 'Arvinda', 'Guy', 'Eirik'], 'characters': ['Wario', 'Baby Rosalina', 'Toad', 'Rosalina'], 'handicaps before this game': [8.75, 1.25, 3.5, 3.0], 'team selection': 'random'}
378,{'tyres': ['Normal Tyres', 'Cushion', 'Offroad', 'Wooden'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Wario Wing', 'Parafoil', 'Flower Glider', 'Parafoil'], 'vehicles': ['Badwagon', 'Standard Kart', 'Standard Bike', 'Mercedes GLA'], 'players': ['Paulin', 'Ian', 'Johan', 'Andy'], 'characters': ['Luigi', 'Luigi', 'Baby Rosalina', 'Cat Peach'], 'handicaps before this game': [0.25, 8.0, 6.75, 7.25], 'team selection': 'random'}
379,{'tyres': ['Retro Off-road', 'TriForce Tyres', 'Azure Roller', 'Azure Roller'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Cloud Glider', 'Super Glider', 'Parachute', 'Parachute'], 'vehicles': ['Varmint', 'Cat Cruiser', 'Steel Driver', 'Comet'], 'players': ['Thomas', 'Ian', 'Andy', 'Computer'], 'characters': ['Roy', 'Waluigi', 'Waluigi', 'Bowser'], 'handicaps before this game': [4.25, 8.25, 7.0, 0.0], 'team selection': 'random'}
380,{'tyres': ['Slick', 'Metal', 'Normal Tyres', 'Funky Monster'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Parafoil', 'Parachute', 'Parachute', 'Plane Glider'], 'vehicles': ['Jet Bike', 'Mercedes 300 SL Roadster', 'Flame Rider', 'Wild Wiggler'], 'players': ['Rob', 'Ian', 'Andy', 'Computer'], 'characters': ['Baby Daisy', 'Luigi', 'Wendy', 'Luigi'], 'handicaps before this game': [7.0, 8.25, 7.5, 0.0], 'team selection': 'random'}
381,{'tyres': ['GLA Tyres', 'Monster', 'TriForce Tyres', 'Cushion'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Cloud Glider', 'Bowser Kite', 'Flower Glider', 'Super Glider'], 'vehicles': ['Landship', 'Circuit Special', 'Tri-Speeder', 'Circuit Special'], 'players': ['Oliver', 'Arvinda', 'Eirik', 'Joe'], 'characters': ['Toad', 'Lakitu', 'Link', 'Cat Peach'], 'handicaps before this game': [8.5, 1.0, 3.25, 6.0], 'team selection': 'random'}
382,{'tyres': ['GLA Tyres', 'Button', 'Roller', 'Crimson Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['MKTV Parafoil', 'Parafoil', 'Super Glider', 'Peach Parasol'], 'vehicles': ['Bounder', 'Master Cycle', 'Landship', 'Cat Cruiser'], 'players': ['Eirik', 'Arvinda', 'Johan', 'Thomas'], 'characters': ['Toadette', 'Baby Peach', 'Shy Guy', 'Link'], 'handicaps before this game': [3.5, 0.75, 7.0, 4.5], 'team selection': 'random'}
